,Ticker,Adj. Close,Year
5970451,KRG,18.56,2015
5971205,KRG,12.01,2018
5971457,KRG,18.39,2019
5971819,LXP,5.56,2007
5972072,LXP,2.13,2008
5972324,LXP,3.05,2009
5972576,LXP,4.23,2010
5973078,LXP,6.26,2012
5973330,LXP,6.45,2013
5973582,LXP,7.39,2014
5973834,LXP,5.82,2015
5974588,LXP,7.49,2018
5974840,LXP,10.1,2019
5975202,LTC,11.83,2007
5975455,LTC,10.21,2008
5975707,LTC,14.49,2009
5975959,LTC,16.26,2010
5976461,LTC,22.86,2012
5976713,LTC,24.13,2013
5976965,LTC,31.02,2014
5977217,LTC,32.5,2015
5977971,LTC,36.46,2018
5978223,LTC,41.12,2019
5978585,CLI,17.99,2007
5978838,CLI,13.95,2008
5979090,CLI,21.44,2009
5979342,CLI,21.67,2010
5979844,CLI,19.37,2012
5980096,CLI,16.9,2013
5980348,CLI,15.66,2014
5980600,CLI,19.79,2015
5981354,CLI,18.2,2018
5981606,CLI,22.31,2019
5981968,MPW,3.82,2007
5982221,MPW,2.61,2008
5982473,MPW,4.68,2009
5982725,MPW,5.48,2010
5983227,MPW,7.06,2012
5983479,MPW,7.66,2013
5983731,MPW,9.2,2014
5983983,MPW,8.25,2015
5984737,MPW,14.24,2018
5984989,MPW,19.73,2019
5985780,MGP,22.83,2018
5986032,MGP,28.43,2019
5986394,MNR,3.58,2007
5986647,MNR,3.35,2008
5986899,MNR,3.91,2009
5987151,MNR,4.83,2010
5987653,MNR,6.71,2012
5987905,MNR,6.25,2013
5988157,MNR,8.07,2014
5988409,MNR,8.09,2015
5989163,MNR,11.03,2018
5989415,MNR,13.52,2019
5989777,NHI,12.88,2007
5990030,NHI,13.73,2008
5990282,NHI,19.97,2009
5990534,NHI,25.71,2010
5991036,NHI,36.11,2012
5991288,NHI,37.76,2013
5991540,NHI,49.46,2014
5991792,NHI,45.41,2015
5992546,NHI,65.68,2018
5992798,NHI,74.63,2019
5993085,NSA,13.75,2015
5993839,NSA,24.15,2018
5994091,NSA,31.97,2019
5994453,OLP,6.2,2007
5994706,OLP,3.25,2008
5994958,OLP,3.81,2009
5995210,OLP,7.8,2010
5995712,OLP,11.06,2012
5995964,OLP,11.7,2013
5996216,OLP,14.71,2014
5996468,OLP,14.31,2015
5997222,OLP,19.95,2018
5997474,OLP,23.85,2019
5997836,DDS,16.07,2007
5998089,DDS,3.47,2008
5998341,DDS,16.36,2009
5998593,DDS,33.86,2010
5999095,DDS,79.81,2012
5999347,DDS,92.86,2013
5999599,DDS,119.84,2014
5999851,DDS,63.09,2015
6000605,DDS,58.81,2018
6000857,DDS,72.19,2019
6001219,ADXS,318.75,2007
6001472,ADXS,37.5,2008
6001724,ADXS,262.5,2009
6001976,ADXS,225.0,2010
6002478,ADXS,56.25,2012
6002730,ADXS,63.6,2013
6002982,ADXS,120.15,2014
6003234,ADXS,150.9,2015
6003988,ADXS,2.85,2018
6004240,ADXS,0.86,2019
6004490,CHWY,29.0,2019
6004852,SCHN,50.8,2007
6005105,SCHN,27.71,2008
6005357,SCHN,35.15,2009
6005609,SCHN,49.0,2010
6006111,SCHN,22.85,2012
6006363,SCHN,25.28,2013
6006615,SCHN,17.97,2014
6006867,SCHN,11.97,2015
6007621,SCHN,19.81,2018
6007873,SCHN,20.59,2019
6008235,MED,4.15,2007
6008488,MED,4.72,2008
6008740,MED,26.15,2009
6008992,MED,24.69,2010
6009494,MED,22.56,2012
6009746,MED,22.34,2013
6009998,MED,28.69,2014
6010250,MED,26.18,2015
6011004,MED,116.05,2018
6011256,MED,104.77,2019
6011407,RH,33.73,2012
6011659,RH,67.3,2013
6011911,RH,96.01,2014
6012163,RH,79.45,2015
6012917,RH,119.82,2018
6013169,RH,213.5,2019
6013531,ARWR,37.8,2007
6013784,ARWR,9.2,2008
6014036,ARWR,5.3,2009
6014288,ARWR,8.95,2010
6014790,ARWR,2.14,2012
6015042,ARWR,10.85,2013
6015294,ARWR,7.38,2014
6015546,ARWR,6.15,2015
6016300,ARWR,12.42,2018
6016552,ARWR,63.43,2019
6016914,ARKR,18.6,2007
6017167,ARKR,6.25,2008
6017419,ARKR,8.5,2009
6017671,ARKR,9.03,2010
6018173,ARKR,12.16,2012
6018425,ARKR,16.26,2013
6018677,ARKR,17.81,2014
6018929,ARKR,19.14,2015
6019683,ARKR,17.18,2018
6019935,ARKR,22.1,2019
6020297,AOBC,4.65,2007
6020550,AOBC,1.73,2008
6020802,AOBC,3.12,2009
6021054,AOBC,2.85,2010
6021556,AOBC,6.43,2012
6021808,AOBC,10.28,2013
6022060,AOBC,7.22,2014
6022312,AOBC,16.75,2015
6023066,AOBC,9.8,2018
6023318,AOBC,7.07,2019
6023492,FTDR,26.61,2018
6023744,FTDR,47.42,2019
6024106,EMIS,2.73,2007
6024359,EMIS,0.79,2008
6024611,EMIS,1.06,2009
6024863,EMIS,2.41,2010
6025365,EMIS,0.16,2012
6025617,EMIS,0.18,2013
6025869,EMIS,0.28,2014
6026121,EMIS,0.68,2015
6026875,EMIS,2.15,2018
6027127,EMIS,7.5,2019
6027489,BOOM,53.52,2007
6027742,BOOM,17.63,2008
6027994,BOOM,18.41,2009
6028246,BOOM,20.92,2010
6028748,BOOM,13.12,2012
6029000,BOOM,20.68,2013
6029252,BOOM,15.37,2014
6029504,BOOM,6.8,2015
6030258,BOOM,34.7,2018
6030510,BOOM,44.68,2019
6030872,MPX,4.85,2007
6031125,MPX,4.03,2008
6031377,MPX,3.54,2009
6031629,MPX,4.79,2010
6032131,MPX,4.6,2012
6032383,MPX,8.21,2013
6032635,MPX,7.04,2014
6032887,MPX,5.15,2015
6033641,MPX,15.58,2018
6033893,MPX,13.81,2019
6034255,PETM,21.9,2007
6034508,PETM,17.27,2008
6034760,PETM,25.27,2009
6035012,PETM,38.23,2010
6035514,PETM,67.25,2012
6035766,PETM,72.12,2013
6036018,PETM,81.3,2014
6036235,GWPH,41.54,2013
6036487,GWPH,67.68,2014
6036739,GWPH,69.44,2015
6037493,GWPH,97.39,2018
6037745,GWPH,104.56,2019
6038107,SJW,25.01,2007
6038360,SJW,22.1,2008
6038612,SJW,17.15,2009
6038864,SJW,20.69,2010
6039366,SJW,22.06,2012
6039618,SJW,25.38,2013
6039870,SJW,28.12,2014
6040122,SJW,26.62,2015
6040876,SJW,52.98,2018
6041128,SJW,68.97,2019
6041490,ABEO,162.5,2007
6041743,ABEO,49.5,2008
6041995,ABEO,164.5,2009
6042247,ABEO,124.0,2010
6042749,ABEO,12.0,2012
6043001,ABEO,12.5,2013
6043253,ABEO,3.45,2014
6043505,ABEO,3.36,2015
6044259,ABEO,7.14,2018
6044511,ABEO,3.27,2019
6044694,RLBY,0.03,2018
6044799,RLBY,0.25,2019
6045140,ABIO,27669.6,2007
6045393,ABIO,4611.6,2008
6045645,ABIO,2464.56,2009
6045897,ABIO,2396.52,2010
6046399,ABIO,287.28,2012
6046651,ABIO,211.68,2013
6046903,ABIO,120.15,2014
6047155,ABIO,83.7,2015
6047909,ABIO,6.0,2018
6048161,ABIO,5.71,2019
6048331,ABTX,23.19,2015
6049085,ABTX,31.74,2018
6049337,ABTX,36.87,2019
6049554,ABUS,4.45,2015
6050308,ABUS,3.83,2018
6050560,ABUS,2.78,2019
6050922,PRKA,0.08,2007
6051175,PRKA,0.01,2008
6051427,PRKA,0.02,2009
6051679,PRKA,0.01,2010
6052181,PRKA,0.02,2012
6052433,PRKA,0.02,2013
6052685,PRKA,0.03,2014
6052937,PRKA,0.05,2015
6053687,PRKA,0.16,2018
6053932,PRKA,0.2,2019
6054651,LSYN,1.25,2018
6054903,LSYN,3.3,2019
6055265,NLS,4.85,2007
6055518,NLS,2.21,2008
6055770,NLS,2.03,2009
6056022,NLS,1.78,2010
6056524,NLS,3.51,2012
6056776,NLS,8.43,2013
6057028,NLS,15.18,2014
6057280,NLS,16.72,2015
6058034,NLS,10.9,2018
6058286,NLS,1.75,2019
6058528,APPF,14.6,2015
6059282,APPF,59.22,2018
6059534,APPF,109.95,2019
6059815,BSM,9.34,2015
6060569,BSM,12.46,2018
6060821,BSM,11.28,2019
6061339,CHAP,4.92,2018
6061591,CHAP,1.76,2019
6061817,BRY,7.93,2018
6062069,BRY,8.96,2019
6062476,BPMP,12.06,2018
6062728,BPMP,13.15,2019
6063100,BCEI,3101.03,2012
6063352,BCEI,4850.73,2013
6063604,BCEI,2678.11,2014
6063856,BCEI,588.07,2015
6064610,BCEI,20.67,2018
6064862,BCEI,23.34,2019
6065224,AXAS,77.2,2007
6065477,AXAS,14.4,2008
6065729,AXAS,38.4,2009
6065981,AXAS,91.4,2010
6066483,AXAS,43.8,2012
6066735,AXAS,65.22,2013
6066987,AXAS,58.8,2014
6067239,AXAS,21.2,2015
6067993,AXAS,21.8,2018
6068245,AXAS,7.0,2019
6068775,ALTM,147.13,2018
6069027,ALTM,54.44,2019
6069214,CLOUD,17.06,2019
6069508,EVTC,22.24,2013
6069760,EVTC,20.31,2014
6070012,EVTC,15.68,2015
6070766,EVTC,28.25,2018
6071018,EVTC,33.73,2019
6071364,DRTT,3.1,2014
6071616,DRTT,5.04,2015
6072370,DRTT,4.5,2018
6072620,DRTT,3.31,2019
6072798,PTON,28.4,2019
6073133,NVTA,8.21,2015
6073887,NVTA,11.06,2018
6074139,NVTA,16.13,2019
6074419,TMDX,19.01,2019
6074602,DDOG,37.78,2019
6074901,SILK,40.38,2019
6075140,TDOC,17.96,2015
6075894,TDOC,49.57,2018
6076146,TDOC,83.72,2019
6076435,ZM,68.04,2019
6076797,NEOG,4.43,2007
6077050,NEOG,4.16,2008
6077302,NEOG,5.9,2009
6077554,NEOG,10.26,2010
6078056,NEOG,11.33,2012
6078308,NEOG,17.14,2013
6078560,NEOG,18.6,2014
6078812,NEOG,21.2,2015
6079566,NEOG,28.5,2018
6079818,NEOG,32.63,2019
6080180,HEP,3.89,2007
6080433,HEP,2.07,2008
6080685,HEP,4.24,2009
6080937,HEP,5.81,2010
6081439,HEP,8.48,2012
6081691,HEP,17.59,2013
6081943,HEP,17.29,2014
6082195,HEP,19.26,2015
6082949,HEP,22.26,2018
6083201,HEP,19.06,2019
6083385,BNFT,57.74,2013
6083637,BNFT,32.84,2014
6083889,BNFT,36.39,2015
6084643,BNFT,45.72,2018
6084895,BNFT,21.94,2019
6085240,AGS,23.0,2018
6085492,AGS,12.13,2019
6085854,FSS,9.22,2007
6086107,FSS,6.89,2008
6086359,FSS,5.26,2009
6086611,FSS,6.21,2010
6087113,FSS,6.89,2012
6087365,FSS,13.27,2013
6087617,FSS,14.07,2014
6087869,FSS,14.68,2015
6088623,FSS,19.38,2018
6088875,FSS,31.76,2019
6089124,IAA,47.06,2019
6089486,JJSF,26.5,2007
6089739,JJSF,30.88,2008
6089991,JJSF,34.76,2009
6090243,JJSF,42.39,2010
6090745,JJSF,57.25,2012
6090997,JJSF,80.2,2013
6091249,JJSF,99.81,2014
6091501,JJSF,108.52,2015
6092255,JJSF,139.83,2018
6092507,JJSF,180.37,2019
6092869,MGPI,8.43,2007
6093122,MGPI,0.61,2008
6093374,MGPI,6.94,2009
6093626,MGPI,10.08,2010
6094128,MGPI,3.18,2012
6094380,MGPI,4.87,2013
6094632,MGPI,15.01,2014
6094884,MGPI,24.65,2015
6095638,MGPI,55.63,2018
6095890,MGPI,47.57,2019
6096252,FARM,21.38,2007
6096505,FARM,23.65,2008
6096757,FARM,19.13,2009
6097009,FARM,17.72,2010
6097511,FARM,14.43,2012
6097763,FARM,23.26,2013
6098015,FARM,29.45,2014
6098267,FARM,32.27,2015
6099021,FARM,23.33,2018
6099273,FARM,15.06,2019
6099494,PRO,19.62,2007
6099747,PRO,5.75,2008
6099999,PRO,10.35,2009
6100251,PRO,11.39,2010
6100753,PRO,18.29,2012
6101005,PRO,39.9,2013
6101257,PRO,27.48,2014
6101509,PRO,23.04,2015
6102263,PRO,31.4,2018
6102515,PRO,59.92,2019
6102703,SDC,8.74,2019
6102928,XPEL,1.83,2007
6103181,XPEL,0.13,2008
6103433,XPEL,0.05,2009
6103685,XPEL,0.01,2010
6104187,XPEL,0.23,2012
6104438,XPEL,1.28,2013
6104685,XPEL,3.05,2014
6104936,XPEL,1.01,2015
6105690,XPEL,6.1,2018
6105942,XPEL,14.65,2019
6106304,OTEL,13.92,2007
6106557,OTEL,7.57,2008
6106809,OTEL,14.95,2009
6107061,OTEL,18.18,2010
6107563,OTEL,1.34,2012
6107815,OTEL,5.63,2013
6108067,OTEL,4.87,2014
6108319,OTEL,7.03,2015
6109073,OTEL,16.17,2018
6109325,OTEL,10.01,2019
6109617,VIRT,17.56,2015
6110371,VIRT,23.17,2018
6110623,VIRT,15.07,2019
6110899,PSN,41.28,2019
6111261,AXS,27.13,2007
6111514,AXS,20.77,2008
6111766,AXS,20.88,2009
6112018,AXS,27.08,2010
6112520,AXS,27.73,2012
6112772,AXS,38.98,2013
6113024,AXS,42.85,2014
6113276,AXS,48.22,2015
6114030,AXS,47.97,2018
6114282,AXS,56.72,2019
6114644,RNR,50.93,2007
6114897,RNR,44.4,2008
6115149,RNR,46.66,2009
6115401,RNR,56.88,2010
6115903,RNR,74.73,2012
6116155,RNR,90.65,2013
6116407,RNR,91.59,2014
6116659,RNR,107.86,2015
6117413,RNR,131.26,2018
6117665,RNR,193.95,2019
6117880,SONO,9.82,2018
6118132,SONO,15.62,2019
6118494,OSK,40.76,2007
6118747,OSK,7.88,2008
6118999,OSK,33.17,2009
6119251,OSK,31.57,2010
6119753,OSK,26.56,2012
6120005,OSK,45.27,2013
6120257,OSK,44.26,2014
6120509,OSK,36.07,2015
6121263,OSK,59.11,2018
6121515,OSK,92.55,2019
6121920,LPSN,5.34,2007
6122173,LPSN,1.82,2008
6122425,LPSN,6.97,2009
6122677,LPSN,11.3,2010
6123179,LPSN,13.14,2012
6123431,LPSN,14.82,2013
6123683,LPSN,14.1,2014
6123935,LPSN,6.75,2015
6124689,LPSN,18.86,2018
6124941,LPSN,37.0,2019
6125303,CNX,65.98,2007
6125556,CNX,26.56,2008
6125808,CNX,46.8,2009
6126060,CNX,46.26,2010
6126562,CNX,31.33,2012
6126814,CNX,37.53,2013
6127066,CNX,33.57,2014
6127318,CNX,7.89,2015
6128072,CNX,11.42,2018
6128324,CNX,8.85,2019
6128600,LPG,13.89,2014
6128852,LPG,11.77,2015
6129606,LPG,5.83,2018
6129858,LPG,15.48,2019
6130021,ADMA,7.8,2013
6130273,ADMA,11.17,2014
6130525,ADMA,8.07,2015
6131279,ADMA,2.39,2018
6131531,ADMA,4.0,2019
6131770,BV,10.21,2018
6132022,BV,16.87,2019
6132143,ONDK,22.43,2014
6132395,ONDK,10.3,2015
6133149,ONDK,5.9,2018
6133401,ONDK,4.14,2019
6133665,EVOP,24.67,2018
6133917,EVOP,26.41,2019
6134256,PRPL,5.89,2018
6134508,PRPL,8.71,2019
6134728,ENV,17.06,2010
6135230,ENV,13.95,2012
6135482,ENV,40.3,2013
6135734,ENV,49.14,2014
6135986,ENV,29.85,2015
6136740,ENV,49.19,2018
6136992,ENV,69.63,2019
6137482,APRN,15.3,2018
6137734,APRN,6.58,2019
6138010,TLYS,9.71,2012
6138262,TLYS,8.25,2013
6138514,TLYS,6.98,2014
6138766,TLYS,4.77,2015
6139520,TLYS,8.89,2018
6139772,TLYS,10.87,2019
6140134,STLD,21.39,2007
6140387,STLD,8.18,2008
6140639,STLD,13.29,2009
6140891,STLD,13.99,2010
6141393,STLD,11.15,2012
6141645,STLD,16.3,2013
6141897,STLD,16.86,2014
6142149,STLD,15.71,2015
6142903,STLD,27.97,2018
6143155,STLD,32.65,2019
6143517,SBH,9.05,2007
6143770,SBH,5.69,2008
6144022,SBH,7.65,2009
6144274,SBH,14.53,2010
6144776,SBH,23.57,2012
6145028,SBH,30.23,2013
6145280,SBH,30.74,2014
6145532,SBH,27.89,2015
6146286,SBH,17.05,2018
6146538,SBH,18.25,2019
6146900,SM,36.65,2007
6147153,SM,19.34,2008
6147405,SM,32.75,2009
6147657,SM,56.5,2010
6148159,SM,50.21,2012
6148411,SM,80.04,2013
6148663,SM,37.21,2014
6148915,SM,19.0,2015
6149669,SM,15.15,2018
6149921,SM,11.1,2019
6150161,REAL,18.85,2019
6150523,MORN,71.04,2007
6150776,MORN,32.44,2008
6151028,MORN,44.17,2009
6151280,MORN,48.54,2010
6151782,MORN,58.09,2012
6152034,MORN,72.58,2013
6152286,MORN,60.84,2014
6152538,MORN,76.39,2015
6153292,MORN,107.72,2018
6153544,MORN,149.65,2019
6153906,EHTH,32.11,2007
6154159,EHTH,13.28,2008
6154411,EHTH,16.43,2009
6154663,EHTH,14.19,2010
6155165,EHTH,27.48,2012
6155417,EHTH,46.49,2013
6155669,EHTH,24.92,2014
6155921,EHTH,9.98,2015
6156675,EHTH,38.42,2018
6156927,EHTH,96.08,2019
6157710,NGVT,83.69,2018
6157962,NGVT,87.38,2019
6158251,PINS,18.64,2019
6158613,CACC,20.67,2007
6158866,CACC,13.7,2008
6159118,CACC,42.1,2009
6159370,CACC,62.77,2010
6159872,CACC,101.68,2012
6160124,CACC,129.99,2013
6160376,CACC,136.41,2014
6160628,CACC,214.02,2015
6161382,CACC,381.76,2018
6161634,CACC,442.33,2019
6161816,ERI,4.05,2014
6162068,ERI,11.0,2015
6162822,ERI,36.21,2018
6163074,ERI,59.64,2019
6163436,OVV,131.55,2007
6163689,OVV,92.21,2008
6163941,OVV,122.26,2009
6164193,OVV,112.77,2010
6164695,OVV,82.1,2012
6164947,OVV,77.83,2013
6165199,OVV,60.72,2014
6165451,OVV,23.03,2015
6166205,OVV,26.66,2018
6166457,OVV,21.95,2019
6166819,CAR,13.0,2007
6167072,CAR,0.7,2008
6167324,CAR,13.12,2009
6167576,CAR,15.56,2010
6168078,CAR,19.82,2012
6168330,CAR,40.42,2013
6168582,CAR,66.33,2014
6168834,CAR,36.29,2015
6169588,CAR,22.48,2018
6169840,CAR,32.24,2019
6169992,ETRN,15.46,2018
6170244,ETRN,11.57,2019
6171030,RRR,19.73,2018
6171282,RRR,23.66,2019
6171572,SABR,17.54,2014
6171824,SABR,24.54,2015
6172578,SABR,20.36,2018
6172830,SABR,21.65,2019
6173194,DAN,0.65,2008
6173446,DAN,9.48,2009
6173698,DAN,15.06,2010
6174200,DAN,13.85,2012
6174452,DAN,17.6,2013
6174704,DAN,19.68,2014
6174956,DAN,12.64,2015
6175710,DAN,13.1,2018
6175962,DAN,17.93,2019
6176324,PAA,10.39,2007
6176577,PAA,7.48,2008
6176829,PAA,12.37,2009
6177081,PAA,15.66,2010
6177583,PAA,25.22,2012
6177835,PAA,30.14,2013
6178087,PAA,31.3,2014
6178339,PAA,15.05,2015
6179093,PAA,16.48,2018
6179345,PAA,16.1,2019
6179707,IEP,49.17,2007
6179960,IEP,10.22,2008
6180212,IEP,15.91,2009
6180464,IEP,14.42,2010
6180966,IEP,19.2,2012
6181218,IEP,49.57,2013
6181470,IEP,44.33,2014
6181722,IEP,31.6,2015
6182476,IEP,40.5,2018
6182728,IEP,48.86,2019
6183090,CMC,20.11,2007
6183343,CMC,8.26,2008
6183595,CMC,11.25,2009
6183847,CMC,12.42,2010
6184349,CMC,11.82,2012
6184601,CMC,16.68,2013
6184853,CMC,13.72,2014
6185105,CMC,11.91,2015
6185859,CMC,15.06,2018
6186111,CMC,21.5,2019
6186473,AXL,18.1,2007
6186726,AXL,2.89,2008
6186978,AXL,8.02,2009
6187230,AXL,12.86,2010
6187732,AXL,11.2,2012
6187984,AXL,20.45,2013
6188236,AXL,22.59,2014
6188488,AXL,18.94,2015
6189242,AXL,11.1,2018
6189494,AXL,10.76,2019
6189856,EAT,13.68,2007
6190109,EAT,7.64,2008
6190361,EAT,11.16,2009
6190613,EAT,16.07,2010
6191115,EAT,25.04,2012
6191367,EAT,38.26,2013
6191619,EAT,49.43,2014
6191871,EAT,41.32,2015
6192625,EAT,41.88,2018
6192877,EAT,41.5,2019
6193239,RRGB,31.99,2007
6193492,RRGB,16.83,2008
6193744,RRGB,17.9,2009
6193996,RRGB,21.47,2010
6194498,RRGB,35.29,2012
6194750,RRGB,73.54,2013
6195002,RRGB,76.98,2014
6195254,RRGB,61.74,2015
6196008,RRGB,26.72,2018
6196260,RRGB,33.02,2019
6196621,QRTEA,11.88,2007
6196874,QRTEA,1.94,2008
6197126,QRTEA,6.75,2009
6197378,QRTEA,9.82,2010
6197880,QRTEA,12.25,2012
6198132,QRTEA,18.27,2013
6198384,QRTEA,18.31,2014
6198636,QRTEA,17.0,2015
6199390,QRTEA,12.15,2018
6199642,QRTEA,5.25,2019
6200003,VIVE,344000.0,2007
6200254,VIVE,48000.0,2008
6200506,VIVE,120000.0,2009
6200758,VIVE,52800.0,2010
6201260,VIVE,104000.0,2012
6201512,VIVE,28880.0,2013
6201764,VIVE,3600.0,2014
6202016,VIVE,6760.0,2015
6202770,VIVE,1050.0,2018
6203022,VIVE,12.6,2019
6203613,PCRX,17.47,2012
6203865,PCRX,57.49,2013
6204117,PCRX,88.66,2014
6204369,PCRX,76.79,2015
6205123,PCRX,43.02,2018
6205375,PCRX,45.3,2019
6205737,XPER,31.05,2007
6205990,XPER,8.87,2008
6206242,XPER,17.37,2009
6206494,XPER,16.53,2010
6206996,XPER,12.54,2012
6207248,XPER,15.57,2013
6207500,XPER,29.37,2014
6207752,XPER,25.21,2015
6208506,XPER,17.07,2018
6208758,XPER,17.84,2019
6209099,XHR,11.9,2015
6209853,XHR,15.9,2018
6210105,XHR,21.02,2019
6210467,WWW,10.27,2007
6210720,WWW,8.97,2008
6210972,WWW,11.84,2009
6211224,WWW,14.08,2010
6211726,WWW,18.56,2012
6211978,WWW,31.0,2013
6212230,WWW,27.14,2014
6212482,WWW,15.69,2015
6213236,WWW,30.84,2018
6213488,WWW,33.06,2019
6213688,WSR,6.27,2010
6214190,WSR,7.09,2012
6214442,WSR,7.27,2013
6214694,WSR,8.9,2014
6214946,WSR,7.69,2015
6215700,WSR,10.28,2018
6215952,WSR,12.38,2019
6216314,WRLD,26.98,2007
6216567,WRLD,19.76,2008
6216819,WRLD,35.83,2009
6217071,WRLD,52.8,2010
6217573,WRLD,74.56,2012
6217825,WRLD,87.53,2013
6218077,WRLD,79.45,2014
6218329,WRLD,37.1,2015
6219083,WRLD,102.26,2018
6219335,WRLD,86.4,2019
6219697,WRE,16.04,2007
6219950,WRE,15.28,2008
6220202,WRE,16.03,2009
6220454,WRE,19.11,2010
6220956,WRE,18.03,2012
6221208,WRE,16.9,2013
6221460,WRE,20.95,2014
6221712,WRE,21.47,2015
6222466,WRE,20.59,2018
6222718,WRE,27.26,2019
6222990,WPG,74.75,2014
6223242,WPG,49.69,2015
6223996,WPG,32.67,2018
6224248,WPG,31.09,2019
6224610,WIRE,15.39,2007
6224863,WIRE,18.43,2008
6225115,WIRE,20.54,2009
6225367,WIRE,24.54,2010
6225869,WIRE,29.84,2012
6226121,WIRE,53.51,2013
6226373,WIRE,36.92,2014
6226625,WIRE,36.75,2015
6227379,WIRE,49.99,2018
6227631,WIRE,57.27,2019
6227993,HOFT,14.23,2007
6228246,HOFT,5.57,2008
6228498,HOFT,9.32,2009
6228750,HOFT,10.99,2010
6229252,HOFT,12.2,2012
6229504,HOFT,14.38,2013
6229756,HOFT,15.19,2014
6230008,HOFT,22.71,2015
6230762,HOFT,24.74,2018
6231014,HOFT,24.78,2019
6231306,RST,17.95,2009
6231558,RST,21.22,2010
6232060,RST,12.34,2012
6232312,RST,12.22,2013
6232564,RST,9.76,2014
6232816,RST,6.69,2015
6233570,RST,16.4,2018
6233822,RST,18.14,2019
6233943,KRA,13.56,2009
6234195,KRA,30.95,2010
6234697,KRA,24.03,2012
6234949,KRA,23.05,2013
6235201,KRA,20.79,2014
6235453,KRA,16.61,2015
6236207,KRA,21.84,2018
6236459,KRA,25.32,2019
6236821,OC,18.14,2007
6237074,OC,15.52,2008
6237326,OC,23.0,2009
6237578,OC,27.95,2010
6238080,OC,33.19,2012
6238332,OC,36.53,2013
6238584,OC,32.7,2014
6238836,OC,43.63,2015
6239590,OC,42.29,2018
6239842,OC,63.69,2019
6240231,VSAT,34.43,2007
6240484,VSAT,24.08,2008
6240736,VSAT,31.78,2009
6240988,VSAT,44.41,2010
6241490,VSAT,38.9,2012
6241742,VSAT,62.65,2013
6241994,VSAT,63.03,2014
6242246,VSAT,61.01,2015
6243000,VSAT,58.95,2018
6243252,VSAT,73.2,2019
6243602,CELH,3.2,2007
6243855,CELH,0.8,2008
6244107,CELH,5.06,2009
6244359,CELH,0.42,2010
6244861,CELH,0.2,2012
6245113,CELH,0.34,2013
6245365,CELH,0.5,2014
6245617,CELH,1.94,2015
6246371,CELH,3.47,2018
6246623,CELH,4.83,2019
6246905,GSHD,25.52,2018
6247157,GSHD,41.78,2019
6247519,DENN,3.75,2007
6247772,DENN,1.99,2008
6248024,DENN,2.19,2009
6248276,DENN,3.58,2010
6248778,DENN,4.88,2012
6249030,DENN,7.19,2013
6249282,DENN,10.31,2014
6249534,DENN,9.83,2015
6250288,DENN,16.21,2018
6250540,DENN,19.88,2019
6250684,CHGG,8.51,2013
6250936,CHGG,6.91,2014
6251188,CHGG,6.73,2015
6251942,CHGG,28.42,2018
6252194,CHGG,37.91,2019
6252525,SOLY,10.98,2019
6252819,PD,23.39,2019
6253060,CHNG,16.39,2019
6253412,EVFM,4.19,2018
6253664,EVFM,6.17,2019
6253939,TSC,11.86,2013
6254191,TSC,10.24,2014
6254443,TSC,13.99,2015
6255197,TSC,19.46,2018
6255449,TSC,26.12,2019
6255811,PENN,13.65,2007
6256064,PENN,4.95,2008
6256316,PENN,6.3,2009
6256568,PENN,8.14,2010
6257070,PENN,11.37,2012
6257322,PENN,14.33,2013
6257574,PENN,13.73,2014
6257826,PENN,16.02,2015
6258580,PENN,18.83,2018
6258832,PENN,25.56,2019
6259194,MNRO,11.14,2007
6259447,MNRO,14.78,2008
6259699,MNRO,19.62,2009
6259951,MNRO,30.72,2010
6260453,MNRO,31.64,2012
6260705,MNRO,51.45,2013
6260957,MNRO,53.25,2014
6261209,MNRO,61.55,2015
6261963,MNRO,66.32,2018
6262215,MNRO,76.29,2019
6262463,AVLR,30.87,2018
6262715,AVLR,73.25,2019
6263427,MEDP,52.93,2018
6263679,MEDP,84.06,2019
6264041,SAVA,43.89,2007
6264294,SAVA,24.51,2008
6264546,SAVA,22.19,2009
6264798,SAVA,36.45,2010
6265300,SAVA,18.97,2012
6265552,SAVA,34.02,2013
6265804,SAVA,14.21,2014
6266056,SAVA,12.25,2015
6266810,SAVA,0.85,2018
6267062,SAVA,5.2,2019
6267424,EPAY,14.0,2007
6267677,EPAY,7.1,2008
6267929,EPAY,17.57,2009
6268181,EPAY,21.71,2010
6268683,EPAY,26.39,2012
6268935,EPAY,36.16,2013
6269187,EPAY,25.28,2014
6269439,EPAY,29.73,2015
6270193,EPAY,48.0,2018
6270445,EPAY,53.6,2019
6270750,BSIG,10.01,2018
6271002,BSIG,9.93,2019
6271292,UNIT,11.67,2015
6272046,UNIT,13.71,2018
6272298,UNIT,7.55,2019
6272660,RLH,9.95,2007
6272913,RLH,2.38,2008
6273165,RLH,4.94,2009
6273417,RLH,7.98,2010
6273919,RLH,7.89,2012
6274171,RLH,6.05,2013
6274423,RLH,6.34,2014
6274675,RLH,7.01,2015
6275429,RLH,8.2,2018
6275681,RLH,3.73,2019
6275945,WH,43.72,2018
6276197,WH,61.83,2019
6276559,TREX,1.06,2007
6276812,TREX,2.06,2008
6277064,TREX,2.45,2009
6277316,TREX,3.0,2010
6277818,TREX,4.65,2012
6278070,TREX,9.94,2013
6278322,TREX,10.65,2014
6278574,TREX,9.51,2015
6279328,TREX,29.68,2018
6279580,TREX,44.94,2019
